index,Series_Name,Series_Code,Country_Name,Country_Code,1990_[YR1990],2000_[YR2000],2013_[YR2013],2014_[YR2014],2015_[YR2015],2016_[YR2016],2017_[YR2017],2018_[YR2018],2019_[YR2019],2020_[YR2020],2021_[YR2021],2022_[YR2022],2012_[YR2012],2011_[YR2011],2010_[YR2010],2009_[YR2009],2008_[YR2008],2007_[YR2007],2006_[YR2006],2005_[YR2005],2004_[YR2004],2003_[YR2003],2002_[YR2002],2001_[YR2001],1999_[YR1999],1998_[YR1998],1997_[YR1997],1996_[YR1996],1995_[YR1995],1994_[YR1994],1993_[YR1993],1992_[YR1992],1991_[YR1991],1989_[YR1989],1988_[YR1988],1987_[YR1987],1986_[YR1986],1985_[YR1985],1984_[YR1984],1983_[YR1983],1982_[YR1982],1981_[YR1981],1980_[YR1980],1979_[YR1979],1978_[YR1978],1977_[YR1977],1976_[YR1976],1975_[YR1975],1974_[YR1974],1973_[YR1973],1972_[YR1972],1971_[YR1971],1970_[YR1970],1969_[YR1969],1968_[YR1968],1967_[YR1967],1966_[YR1966],1965_[YR1965],1964_[YR1964],1963_[YR1963],1962_[YR1962],1961_[YR1961],1960_[YR1960]
46,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Costa Rica,CRI,5967.190606836152,7646.026942350805,10975.695756396974,11240.71095583705,11529.95452583982,11893.322586344573,12267.161349832164,12470.956720729955,12662.422142811633,12058.002912518827,12894.296001117838,123456789.123,10832.756153733415,10453.52197942451,10137.581601245516,9746.490148656389,9966.047880987568,9647.860353040298,9041.386288212432,8545.74679419982,8340.829383935465,8109.8244420391575,7898.632694466906,7768.438518821928,7507.964959570738,7355.1532226318095,7014.5296668601495,6801.65503892925,6867.637286391118,6751.918876298729,6618.920736356905,6335.516214128625,5949.496006229577,5910.769816662148,5738.336411313883,5693.737429302314,5581.2558041394495,5434.231545727391,5545.905898382206,5278.16686590626,5275.598711139289,5849.411736301086,6150.928319096692,6274.0575846006195,6143.638601748148,5938.648033349935,5599.211953667654,5446.368268150605,5473.2976718531845,5320.1315898179355,5067.419543863592,4807.399666601883,4623.01271451864,4418.765719204706,4307.105036434765,4087.658864322295,3989.343461230047,3850.1549874205116,3678.189509230055,3671.507330920542,3557.0566419563297,3496.4459740097163,3558.9904820870183
47,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Cote d'Ivoire,CIV,1909.8280531673702,1809.9207945466105,1739.1551890004393,1858.6153471644352,1941.5663362781545,2027.93972934844,2121.6030090224826,2210.325814789066,2289.3765210631304,2276.8395229531848,2377.9734396381627,123456789.123,1602.9109181589415,1520.3422976419222,1640.3150288440345,1568.0211309699373,1545.8800876888076,1507.0895908631228,1523.23305295934,1514.6205530421933,1534.076711898726,1521.88483730881,1636.4469458185754,1725.1559357063054,1865.1230445828066,1900.2133744338007,1884.7219825515992,1779.7420639486131,1711.1109433099348,1654.8592819460046,1701.4329939170411,1768.2025482620686,1839.7524302628046,2006.38988190669,2023.0138909634452,2071.5049916272947,2150.1503110066265,2154.4554947398924,2135.082422043189,2274.5842505920446,2455.2282874234015,2543.0998760720013,2551.1294582437067,2975.231379152525,3017.1752358429894,2824.9115240470574,2733.0568932515403,2522.380290446605,2438.619775960579,2446.3783638271098,2416.3451567638645,2423.9778904932436,2312.3149520700053,2183.4370307790546,2074.223606539529,1916.3597076383842,1904.8694822822438,1774.9717622522319,1904.6512977719074,1683.674763980817,1528.756111723592,1569.0719013306732,1481.05903215031
48,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Croatia,HRV,123456789.123,8805.858399962288,11565.228059220231,11562.575091982613,11952.311175390767,12464.483522891715,13045.519362613592,13531.243502984156,14071.911469477463,12920.344384340759,15166.413288250007,123456789.123,11579.127636617573,11819.377265250983,11788.850319138313,11907.86703520566,12817.378074954022,12564.334635785288,11963.291629661786,11408.576054059831,10956.223307141967,10522.174682112012,9970.441715006069,9432.65857833887,8476.644590562695,8503.551388682852,8305.220445912259,7784.265858892105,7226.352928052613,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123
49,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Cuba,CUB,4963.867884258334,4113.5072649456415,7292.738254551716,7362.34166711765,7683.757890505854,7721.791846086612,7865.371560581908,8048.01660977285,8042.948523866342,7172.519256628982,7291.067885164113,123456789.123,7105.433676061772,6903.940220048991,6720.677672892091,6567.987281780957,6477.804698658759,6225.380229893683,5808.66472549848,5189.950033311163,4675.808083900327,4431.002839940516,4280.234411617709,4231.821140286471,3896.314180378832,3681.317649647017,3687.3751539951068,3599.0046407771274,3348.490463592818,3280.0407305337644,3270.593248122468,3862.625547187247,4397.043572963181,5163.016557978198,5178.1924593907,5040.805501271762,5211.01074098588,5250.3873728381,5210.746591372999,4867.048490335878,4652.472062109457,4297.686675380391,3605.1736648282927,3802.2476563552727,3778.606955198978,3565.8430916127327,3304.648677392007,3163.0251749080608,2920.29149588212,2927.6451119679773,2870.142040847193,2781.543579036991,2606.7304573115293,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123
50,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Curacao,CUW,123456789.123,21523.645982453334,19963.34557948167,19459.49436487443,19260.269845344967,18890.758728665598,18504.305662329152,18198.664274060822,17796.699906511036,14748.895514506778,15633.2333617387,123456789.123,20356.181944481395,20539.360211791452,20706.43753961849,20952.89992801333,21202.430595370788,21011.15714525829,20913.663122112524,21112.32200547073,21512.11168855458,21840.891403176807,22231.8793970452,22171.065633684513,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123
51,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Cyprus,CYP,17144.3203125,22383.767578125,22738.390625,22581.7265625,23487.125,24916.51953125,26101.181640625,27241.0078125,28359.919921875,26814.21484375,28329.203125,123456789.123,24285.388671875,25538.669921875,26089.93359375,26183.34765625,27448.921875,27156.564453125,26395.294921875,25631.154296875,24799.439453125,23930.564453125,23603.9765625,23019.046875,21349.560546875,20562.11328125,19617.015625,19385.126953125,19453.677734375,18280.86328125,17623.1328125,17928.384765625,16829.765625,16306.1875,15322.5546875,14253.4345703125,13458.41015625,13127.4140625,12669.3857421875,11801.0908203125,11269.71875,10756.1640625,10667.7470703125,10197.5732421875,9350.9091796875,8708.375,7484.767578125,6173.26513671875,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123
52,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Czechia,CZE,11626.6258716528,12312.497769842013,16593.864230728468,16951.37911504448,17829.69832236678,18247.011729545648,19139.23988413827,19689.582703297896,20206.425638490462,19048.08685438288,20083.809603869584,123456789.123,16606.99253915037,16761.8273125123,16505.953703437204,16160.620556594216,17046.88502689264,16739.178715812068,15948.745289720424,14978.413186915343,14070.280458981822,13428.099616179019,12959.81748130781,12734.922028654793,11805.671840776191,11632.60289561609,11663.17381616997,11711.315412461056,11219.15006524568,10527.875689808532,10233.94218589534,10238.247684560129,10300.899159951152,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123
53,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Denmark,DNK,39295.24344249191,49241.92800413453,51831.79793092319,52404.763971338216,53254.856370091584,54556.06895456944,55735.764901148505,56563.48847296692,57203.02779434472,55898.79002944558,58359.583994563334,123456789.123,51567.04015025193,51644.46350977751,51173.466158711104,50457.23248928629,53345.35761829765,53935.870247963125,53687.441547497765,51835.832706244466,50792.00095344996,49599.99696407535,49541.85555032855,49469.68880882749,47622.4390779319,46412.03897145603,45570.07982212419,44314.79049871374,43310.250090105415,42257.098330522116,40253.539898128634,40383.558775608086,39739.60985112247,38786.93095231798,38561.411923431675,38585.402852644955,38536.322876642,36783.94104431226,35382.23459275896,33949.33141792566,33067.5698057741,31869.04223458143,32073.6413237087,32268.520300699773,31142.924578691025,30559.455882813716,30091.972833822878,28480.35547908632,28984.77922376728,29450.597079046507,28464.13977785961,27545.06691776122,26927.959036921795,26704.633224261404,25211.62954415113,24031.127415361327,22952.01130252308,22519.811526379333,21707.163722844423,20025.03675279054,20055.64368172722,19128.404421920703,18107.375929029255
54,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Djibouti,DJI,123456789.123,123456789.123,2167.2024569242576,2279.577595414118,2409.3119022428364,2538.0540193220195,2632.9133331691623,2714.3516484597453,2820.062865655408,2811.6495312926286,2905.9068074981637,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123
55,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Dominica,DMA,5029.776161192568,6251.471177028522,7711.446037970893,8013.753085242943,7724.0424105737575,7929.805283588161,7370.433116708079,7586.646141000547,7936.304818200302,6566.364207694928,6964.783281822891,123456789.123,7781.532762270599,7881.5252024328465,7897.690327127609,7841.273187673839,7934.646074842494,7407.930636254928,6968.763248243623,6665.105970834139,6631.333140561725,6447.431432005015,6078.271720511081,6265.1719532047,6077.21916000036,6034.694409268833,5803.177312640379,5672.075181974976,5498.521180364433,5337.002354048213,5337.399546870615,5228.7858430818505,5122.632939347189,4737.585999754479,4718.2044026623325,4350.7371958902195,4069.204771568174,3780.1657887698925,3709.588351314116,3543.775619297076,3438.457933372258,3288.3005919440016,2965.12471738526,2622.683244116566,3225.323513215428,2931.4909605837515,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123
56,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Dominican Republic,DOM,2802.821417048521,4175.170931261017,6120.991028480069,6472.848942131454,6838.936594083481,7209.990042084181,7461.653103351133,7894.955016971247,8205.14240945814,7571.782652164241,8410.605656172644,123456789.123,5909.863245203684,5827.383123276796,5724.307163518337,5353.598102731595,5373.096134109923,5272.863994600143,4971.238055656184,4612.808646389017,4272.075137502297,4222.590243547778,4340.899839284497,4214.573667485644,4050.5814350208257,3883.133380137404,3697.7635724523866,3454.408621657924,3318.6050160363275,3199.359119285651,3179.1313881052542,3020.359382621251,2771.209470730033,3027.785363236683,2962.0452724383404,2960.8297880906193,2745.5686370598287,2708.579634321539,2827.091192482535,2853.3774474313514,2787.120011300083,2800.9791331734646,2746.4277667229944,2602.475319653549,2548.744945628493,2555.9632425479454,2495.0158309487397,2396.724761655228,2336.9205642803727,2262.498476981828,2057.6655466106863,1914.5617237426807,1774.6586925610693,1543.4509038610745,1432.0179161475194,1471.0094657150391,1467.1367362081091,1332.6148483963364,1569.906479777228,1517.5560409965835,1471.2849313855609,1298.5820376418094,1373.8293047415723
57,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Ecuador,ECU,4180.338333248887,4227.552515852716,6078.439562956691,6215.8380921067655,6130.586675567683,5965.643273180507,6012.803317427865,5976.245345265578,5863.910566299076,5331.976610967575,5492.489270515449,123456789.123,5881.381167249779,5657.213016454042,5331.383774188576,5236.053683569896,5294.899313496517,5063.984478473761,5041.333799967397,4912.527490835964,4746.807172764712,4463.597183521411,4421.934417369216,4322.341881684878,4254.1512097019695,4543.536481712505,4477.570933649628,4369.321022047057,4374.268716359251,4358.5934860931575,4261.244002569498,4262.48666242169,4263.26862167195,4126.603185370668,4184.024114384307,4048.911182590689,4161.782153321277,4124.898910672128,4070.4800179459467,4068.762096020025,4188.840316620543,4272.901362916297,4153.604764099693,4112.927141064633,4072.714211234204,3958.5973096967714,4003.984977542494,3832.3831509803754,3550.7362004718893,3283.455295803529,2963.859031587706,2903.4312022336526,2810.6432296181974,2706.7390554198223,2662.0652553334235,2689.381860953819,2646.687312074961,2734.5241237912605,2726.50972694072,2613.5834358651055,2634.989943029341,2584.874371560017,2529.87134084601
"58,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,""Egypt, Arab Rep."",EGY,2012.8799780561565,2517.5805056388726,3283.7407199372396,3301.204443434574,3370.382447160154,3444.2682618485474,3517.5878945262743,3634.834269191521,3768.6275113745714,3836.091153587186,3898.5165819547874,123456789.123,3288.794354902421,3290.7618277669635,3305.8832471340843,3208.452267397219,3125.747530085629,2974.6878714896948,2832.5482002007434,2703.222583374822,2639.34706860341,2587.6305080560887,2560.457408840614,2553.5284089594415,2416.362326103852,2327.101540733227,2251.98863440743,2181.252772296299,2122.8805416104146,2073.653323166558,2039.693861553285,2028.2247407560915,1987.0366502620734,1954.4168789484272,1913.0935111476595,1864.0465108529224,1844.707563358134,1810.0204089836034,1758.7133461688302,1647.2993826105683,1610.469746532773,1504.1054645058973,1438.005604272484,1341.3636011023052,1315.5976921021777,1240.9201948852572,1165.0811730493674,1051.6677911032905,986.8833562739039,992.9279821456288,980.1469865980418,971.8099309232639,954.699575429015,924.9878935434729,899.5406136302993,936.6913535709411,952.5845926371501,930.2053407936475,910.0168113370196,837.8887553782804,778.3984226334619,769.2637841603561,750.8123139518153"
59,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,El Salvador,SLV,2362.4443030425014,2957.3718694467275,3638.1628010479753,3686.095565104325,3761.5136800027476,3845.022496164313,3921.3158648937697,4009.7165549415568,4104.917888884253,3761.7541324664917,4134.321689325765,123456789.123,3572.6714232403315,3488.1500165014245,3373.043808923863,3315.801593219582,3399.3318685967383,3341.616995892379,3285.9176042922654,3147.2252254001737,3065.418790611766,3042.8346530479716,3003.6983388789736,2968.6315442119458,2941.4830540578914,2898.2005085941946,2843.82883314132,2778.945720279611,2780.0489792003905,2680.105126053736,2588.1988195020267,2480.5943166951347,2356.5174402391,2294.7292875174962,2316.94513668344,2320.566625664715,2307.694790208754,2347.6203335335213,2379.412494194685,2394.392872037175,2404.123991744702,2594.6145722373626,2776.5840825916193,3355.5725929994774,3571.6717680352285,3462.726784831483,3312.7523008053063,3223.248695445886,3204.5617889728724,3115.269033153478,3043.212543733009,2937.4579948783935,2897.8249440046825,2884.280527917129,2858.131496221485,2841.67652579883,2767.898977308508,2653.5509073203475,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123
60,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Equatorial Guinea,GNQ,373.1796167734647,3941.663522164449,11614.00290770301,11200.810678811016,9788.983770582192,8594.450190164374,7818.053563580649,7079.650502271285,6472.070860742692,6030.517570083326,5833.1029320686985,123456789.123,12625.295923066253,12155.818739284352,11933.31103470914,13740.839970950996,14222.548838135628,12660.90546936604,11508.925922995033,11188.448542603106,10028.354348990695,7604.480697415053,6987.942647339631,6132.847296417774,3486.7989382611463,2886.1530529093475,2424.828508351273,1008.3283770464559,628.8802481732748,555.84675352564,494.5237276137533,462.1760850662256,355.9148802597177,394.36978763831667,414.8504719598685,420.50623250721526,420.3713420814163,451.89724311218845,423.034602931785,445.2282121819794,452.21411863478437,470.4719660426822,467.5463458853167,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123
61,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Eritrea,ERI,123456789.123,793.6205616041645,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,702.3966324696935,658.5862715367646,657.7864581978309,649.6944623055286,739.7393434080044,741.0007432974407,761.0317824219625,760.3487878293907,780.4681391897143,835.1099976397755,838.8989131544165,832.0224896321337,843.9888354552689,840.5770171635119,788.4281280124088,757.3585240452476,777.6679747734772,661.3031952876937,601.1630234096923,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123
62,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Estonia,EST,123456789.123,9960.139038774518,16553.383261103,17096.644577158222,17402.037612807875,17945.944964174912,18962.41030064482,19611.61099362805,20269.575137378968,20118.105072998325,21707.240750804103,123456789.123,16257.472204351581,15692.788829336028,14585.838660342904,14205.394882976556,16607.56806439847,17459.098314427825,16155.20743003925,14631.387325713673,13282.545519845025,12362.248284302395,11417.167968772654,10625.579268675221,9091.333194287745,9157.064847068528,8692.296437614488,7601.669018673652,7137.53077576403,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123
63,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Eswatini,SWZ,2174.8061358764185,2411.444924149839,3521.6693370060966,3530.3609038952095,3583.3112903134265,3594.1670669325517,3638.7687820201336,3695.9499418724167,3766.062999351576,3672.6533498756244,3923.577332920989,123456789.123,3411.7193609008123,3254.8133725964462,3199.0535421557584,3096.2960692465163,3062.6149912493524,3054.082429197766,2941.3968419108755,2790.2507884621773,2647.463243442735,2571.6880711289286,2494.4475396383464,2411.373859114683,2397.9505382840293,2359.8339305481204,2333.4271606856814,2303.06432203972,2264.4024685456234,2159.789192222657,2109.787567931699,2108.7907762591617,2124.287387447107,1858.1434203851036,1710.9588488519967,1681.166818232674,1524.1982796971101,1411.3238874279489,1410.1411170068657,1372.4656278411453,1401.1898904295067,1425.9206295667648,1280.47724272024,1177.0091607125166,1179.9611987627352,1202.959414340571,1229.1735316693366,1295.0302272897907,1171.177772549127,1139.7226234887535,1074.8570823078983,1047.7904477028792,946.2465852369282,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123
64,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Ethiopia,ETH,276.2122443091995,258.8705507898301,546.5928894362197,586.5736718820203,630.31268211446,671.290642669283,715.7488059833049,744.3675943727281,785.4850502127713,811.2556206488861,834.9579586305141,123456789.123,508.0657602377546,481.03790512778914,445.1823798923441,406.85696843080126,384.572696639681,357.11796701516494,329.679311580146,305.979385403778,281.52035335507935,255.10029123686851,268.42362852176495,272.2885779582868,251.3777490611286,246.38730492361975,263.1444255526009,263.25590833940777,241.78181299858062,235.42555523014906,235.90314368028078,215.6363090269118,245.92000990172374,278.6720172389303,290.2655821826788,299.99604665918554,272.356290243716,255.56958546570203,295.5696395816782,311.934232327615,296.1142056141011,304.8504627957782,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123
65,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Faroe Islands,FRO,123456789.123,123456789.123,123456789.123,123456789.123,52726.742237348386,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123
66,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Fiji,FJI,3383.8700188438784,4000.911583253092,4645.112956294036,4894.113632794904,5105.262626644492,5223.450743728685,5499.200903625619,5708.992619809244,5679.0507253517,4703.576707910712,4442.932604132779,123456789.123,4446.797803667078,4397.9659486855735,4297.200424238015,4191.407225109779,4272.367750034324,4257.575425207825,4330.889175506388,4291.776890357068,4302.409145433611,4125.788676793047,4125.385396243975,4038.190943013012,4115.019524508162,3826.214817945811,3821.1238499279066,3946.4869580200275,3786.1327014943126,3700.5282108564375,3528.119911066547,3464.806031985952,3274.038254041698,3230.3441179058036,3039.4698797685237,3048.956049277541,3318.2148550740058,3143.8856671451845,3374.3339694981078,3189.2120408861592,3402.2717780038593,3708.096010878216,3574.1708885728767,3723.234286629494,3400.099238809804,3417.6709664053155,3296.908558030706,3269.3101500899133,3306.668904866544,3275.1905800409636,2984.3663838727653,2827.720322087079,2697.447468142042,2442.874665462028,2432.6898686241843,2305.9521879606273,2086.096970760861,2145.467181131037,2271.834650912486,2234.052326571521,2167.7211936590916,2158.6990713093737,2151.215393014876
67,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Finland,FIN,31279.95196645907,37884.3913209153,43044.9971201474,42710.92128897293,42801.90811672851,43878.96672735787,45173.629406719876,45627.91989472329,46135.88142426314,45053.75867811599,46297.24182042358,123456789.123,43637.24867136569,44466.81769785724,43563.572197436515,42412.09784941831,46358.62041129709,46212.640974121554,44074.030920414116,42530.61967718767,41522.17508412236,40044.30485558293,39351.39039561831,38784.772552258364,35891.0056383953,34464.9908824671,32768.378128261895,30908.300309087947,29912.897973915817,28812.303619992043,27833.702570173307,28155.089556648687,29278.3636555028,31209.75811405664,29806.343329290554,28410.875098103672,27508.19999358499,26857.593638232713,26045.513871152598,25363.855215195417,24744.296777225052,24133.242113003995,23921.614522336502,22769.107273565573,21309.71271506325,20764.71661893837,20773.130910223255,20764.33696978557,20486.938638616306,19948.827440953904,18752.779159740916,17510.22659920124,17128.63074817157,16280.198285220744,14846.487242879111,14577.53089305804,14345.559062083146,14065.673679771282,13401.956636465678,12805.862580290017,12486.523200172836,12207.69355061061,11425.293434362773
68,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,France,FRA,28617.443570115083,33592.466830057296,36203.19086937741,36378.61866146991,36652.92230521776,36956.79580032932,37694.08330273043,38259.697769847415,38832.02420143027,35712.075198682796,38045.902161300575,123456789.123,36182.151127581645,36244.18716259184,35638.12156034508,35129.36223608584,36354.65866410805,36464.95926821576,35821.87199477726,35208.85579714296,34893.52981199741,34183.663344453824,34146.30626832432,34009.86239773677,32546.934052218705,31633.14774957689,30650.74447652534,30057.96555333453,29745.12872894943,29237.51658544308,28670.886328678178,28977.88890254055,28664.13187833517,27938.469756724742,26912.181206405417,25830.238976784723,25319.315094538713,24870.505820140952,24600.99235586339,24356.65929181279,24187.09476686426,23733.59356554342,23618.39961747182,23378.294993221174,22687.61150690041,21925.83240166854,21291.98898784199,20498.34808158396,20813.44489883796,20091.19401385596,19041.768395492087,18377.847415110427,17605.63896915233,16738.167662645825,15767.283336820674,15234.364696071741,14670.500505305412,14089.584548366016,13587.671670052581,12884.01704130576,12257.759304347757,11598.679527991619,11169.647240700222
69,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,French Polynesia,PYF,27420.791755686583,24186.495845590074,17689.287145783102,17760.832935012284,18252.519973242124,18754.280492620546,19023.922623526792,19419.538369749785,19749.431270237284,17644.79419322846,17701.69455247446,123456789.123,17709.06859982458,18202.835552158398,19339.661678863882,20405.681577416715,21271.22826747531,22272.40356022483,22499.354821950616,23276.113170326833,23545.38861303682,23669.695737027945,23537.715421434714,23714.31863633896,23815.926499887184,23753.10701025506,23724.0588704468,24141.764294041186,24697.301160529525,25203.62713236312,26085.328544387987,26920.818498254135,27848.61829623192,27984.17651677981,28049.039320536824,29817.975616970507,30157.989408357425,27213.608019052783,28202.347299713198,28183.58633021363,28259.42698209324,28684.273700720136,28850.371004106484,29621.574923312546,29395.787782487812,27600.13112575925,27909.149430100275,26627.47524350814,28927.8687037116,25351.425251444787,24339.612960248283,26448.259516450336,24458.690508428754,24931.721703769115,26546.1474203693,23933.63022425267,26036.620559479463,24629.69938645842,123456789.123,123456789.123,123456789.123,123456789.123,123456789.123
70,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Gabon,GAB,8360.26300246268,7611.835688427322,6977.7702458474105,7039.682124778698,7090.454609963245,7038.57725442015,6893.384303569487,6786.89032695312,6893.32308216157,6619.68858056614,6577.044153230172,123456789.123,6840.948589325009,6735.082856414227,6514.73114094363,6295.199033560371,6497.481216994728,6937.4851109523715,6750.050825957706,7155.365460587234,7171.683508600864,7322.606116154848,7357.5666886882655,7574.114888906636,7959.064768857003,8963.204948752658,8882.402848732245,8613.580539185272,8524.419126691544,8331.049803888412,8245.591480456858,8146.195515440271,8634.419904410413,8167.950091638548,7735.555353170069,7047.7604674650565,8744.675505978656,9061.080161656158,9534.277422836834,9112.391733459763,8863.57685595166,9392.925845644466,9174.080706843724,9177.128313832616,9365.343699595005,12636.07071777878,14801.341099859717,11165.4517729706,9575.903260009487,7012.414286058235,6497.312166921835,5956.281954489159,5515.177395502787,5183.783498108903,4888.233741487582,4846.113447955919,4727.335580438472,4591.270705237124,4298.586338306536,4167.211035265412,3978.9925787697243,3748.9522303488243,3304.69162041043
