,scale__biofuel_electricity,scale__hydro_electricity,scale__solar_electricity,scale__wind_electricity,scale__coal_electricity,scale__fossil_electricity,scale__gas_production,scale__greenhouse_gas_emissions,scale__low_carbon_electricity,scale__net_elec_imports,scale__nuclear_electricity,scale__oil_production,scale__primary_energy_consumption,scale__hydro_consumption,scale__per_capita_electricity,scale__biofuel_elec_per_capita,scale__hydro_elec_per_capita,scale__solar_elec_per_capita,scale__wind_elec_per_capita,remainder__country,remainder__year,remainder__iso_code,remainder__GDP_per_capita
288,5.825931751857678e-05,0.0018914135393856095,0.0,0.0,0.0,1.0650801488814907e-05,0.0,2.1631242998130122e-05,0.0008775782379058344,0.5366829234306416,0.0,0.0,0.0005702989184630707,0.0,0.0006077791482023827,5.263510379630588e-05,0.0008114400109795008,0.0,0.0,Ethiopia,2004,ETH,281.52035335507935
1658,0.0026475623183442112,0.0002420349578980985,0.0,0.0,0.0,0.00029692443082090175,0.0,0.0002793007041370175,0.00035660466346872804,0.5366829234306416,0.0,0.0,0.00044458785426648137,0.0,0.008893633580958741,0.03308878670699463,0.0014520640528526297,0.0,0.0,Nicaragua,2004,NIC,1523.1275788260148
2310,0.0,2.2622210819484667e-05,0.0,0.0,0.0,0.005211584750534492,0.00020711768282443994,0.0031093341974859734,1.0454436158167438e-05,0.5593255765345224,0.0,0.0026298777545254565,0.00651004964961335,2.7339328222866746e-05,0.05224964074012302,0.0,7.332066930735949e-05,0.0,0.0,Belarus,2004,BLR,3522.4898511768693
2393,0.014887903776792664,0.2674867608996498,0.0002443425823677622,0.0019522577718513988,0.3226025038227599,0.31924130944829765,0.04472912365028426,0.318641829033974,0.14262085162116658,0.494321744583014,0.06235394452180533,0.23210043975311465,0.4226708529767908,0.2934990390471003,0.030255735320818638,0.0007726548080979167,0.006663137722982339,5.722236360901725e-05,0.00030650478054596237,China,2004,CHN,3061.827764337196
2249,0.002117932159084422,0.08230240236529968,0.0,0.0003811776054267244,7.473113787484759e-06,0.00010488994654844598,0.08411980481462497,0.0006560610926930376,0.03824781691967626,0.6164564899324183,0.0,0.20032482846927085,0.011211255242011508,0.09030589193636454,0.42647713368319967,0.031047146676370433,0.5789485225525851,0.0,0.016907268312558104,Norway,2004,NOR,71654.636532036
2567,5.825931751857678e-05,3.775412441111321e-05,0.0,0.0,0.0,8.872704412218096e-06,0.0,8.639505461715635e-06,2.0943836985760182e-05,0.5366829234306416,0.0,0.0,2.415798997521743e-05,0.0,0.01041486668551482,0.02105717031701739,0.006497403045635359,0.0,0.0,Samoa,2004,WSM,3501.487714624054
1566,0.0,0.0009154051127255685,0.0,0.0,0.0,0.003920686272925206,0.013209321197029953,0.002804028365380233,0.00042303753537681544,0.5366829234306416,0.0,0.0004377683142585527,0.004018298790235502,0.0006216600249960395,0.0029844465476786897,0.0,0.00021307452346899206,0.0,0.0,Bangladesh,2004,BGD,723.2282293705143
2432,0.0013529108179313942,9.07158219818131e-05,0.0,0.0,5.242417416333294e-05,0.0003022587220506922,0.0,0.00027497012495821265,0.00012234137831915672,0.5366829234306416,0.0,0.0,0.00038738418200263817,0.0,0.029195760394479846,0.07285066692320175,0.002345603953918584,0.0,0.0,Mauritius,2004,MUS,6397.593461665315
1644,5.825931751857678e-05,0.001210477427762325,0.0,0.0,0.00038019232273722584,0.001701621121332384,0.0,0.0014160777385732852,0.0005628962130780522,0.5366829234306416,0.0,0.0,0.0017262926499362315,0.0,0.022015753834826537,0.0004379921842613595,0.004324350374507212,0.0,0.0,Dominican Republic,2004,DOM,4272.075137502297
2177,0.06261346590564698,0.015699284691746654,0.0017122329395207767,0.03968868817704212,0.055958432555775504,0.06849939399784485,0.018340217827772565,0.06435888081291208,0.07868445711004629,0.5184282031631018,0.20640950895213905,0.004953389926173565,0.09156910150287886,0.017222307543589013,0.13372957480110992,0.05185365666838645,0.0062405766203939405,0.006370171007970549,0.0994393251441161,Germany,2004,DEU,35034.08060861815
3128,0.02948215705417351,0.007316204561984441,0.0,0.0,0.009029525523390014,0.018456629874104152,0.08102593826510056,0.01565069149930476,0.007332056213817904,0.5366829234306416,0.0,0.07407718906028918,0.031405544534784106,0.008030934867608365,0.009834011181805014,0.008781982904957915,0.0010460495328573445,0.0,0.0,Indonesia,2004,IDN,2083.8825147203265
2185,0.0,0.008034970457586797,0.0,0.0,0.004820982495701226,0.004724386151546966,0.00027862246970062265,0.00472030965200137,0.0037132129282984065,0.5348010868807914,0.0,0.0010389415434310276,0.0,0.0,0.08422221205158208,0.0,0.033009110013117036,0.0,0.0,Serbia,2004,SRB,4161.596159583642
572,0.0,0.009472502248791509,0.0,0.0007930141539069788,0.0,0.014788415605084928,0.033999552067468325,0.009358359952501342,0.0045593579283908885,0.5318051975196822,0.0,0.04646071501500599,0.015575244615519377,0.010652226200589025,0.02210057248600594,0.0,0.003947274043271523,0.0,0.0020832945763747707,Egypt,2004,EGY,2639.34706860341
2449,0.00017595490846519652,0.0001890732603273986,0.0,0.0,0.0,3.1987966407976665e-05,0.0,3.245769094514219e-05,9.786610972144034e-05,0.5352887898000418,0.0,0.0,0.00010737163537619324,0.0,0.0006423797443060111,0.0009318670859467878,0.00047916410203801863,0.0,0.0,Mali,2004,MLI,646.9280474615301
600,0.002117932159084422,0.0007111242792385831,6.0856287723635385e-05,1.5100673444275996e-05,0.039824747802544,0.037807660358707265,0.002356757099063213,0.03781243044683847,0.005457949932621334,0.5002438514596251,0.017642358958050795,0.004185268724146784,0.03134834086252026,0.0007884616165770706,0.08370647974908225,0.0029362783749844403,0.0004731516067383052,0.00038077369257761233,6.39470405455605e-05,South Africa,2004,ZAF,5233.86627685538
176,0.0,0.0,0.0,0.0,0.0,0.0007290020204339272,0.0,0.0006214164592625989,0.0,0.5366829234306416,0.0,0.026645045528237196,0.0018045509273207385,0.0,0.0035214770040333594,0.0,0.0,0.0,0.0,Yemen,2004,YEM,2329.329940055608
2769,0.0,0.0,0.0,0.0,0.0,0.0007467829911998955,0.0,0.0006365734863884158,0.0,0.5366829234306416,0.0,0.0,0.0007131139948455358,0.0,0.07342075360030643,0.0,0.0,0.0,0.0,Cyprus,2004,CYP,24799.439453125
3337,0.0,0.0,0.0,0.0,0.0,6.754990793991291e-05,0.0,4.76147180709591e-05,0.0,0.554796906570055,0.0,0.0,0.00026980266164873464,0.0,0.0019556887314632404,0.0,0.0,0.0,0.0,Palestine,2004,PSE,2426.415656303817
569,0.0,0.0,0.0,0.0,0.0,7.094607335621283e-06,0.0,6.47421587231322e-06,0.0,0.5366829234306416,0.0,0.0,1.1141585507995636e-05,0.0,0.006780450700241717,0.0,0.0,0.0,0.0,Tonga,2004,TON,3719.852268630306
27,0.0,0.0,0.0,0.0,0.0,0.0026991335813031955,0.009922777078078699,0.001613119091208905,0.0,0.5366829234306416,0.0,0.0032582258941144635,0.003053440682254703,0.0,0.32434030539974856,0.0,0.0,0.0,0.0,Bahrain,2004,BHR,22325.703075054746
2799,0.0032360402730773103,0.0019216773665688665,0.0,0.0,7.864562604924436e-05,0.0006134257104551345,0.0,0.0005759453778851483,0.0011503026594232458,0.5337560091966835,0.0,0.0014503490479648516,0.0011872764902093836,0.0,0.009338668834291618,0.016948146977012322,0.004830230974968468,0.0,0.0,Guatemala,2004,GTM,3282.321072235207
2463,0.0,2.2622210819484667e-05,0.0,0.0,0.0,1.5985092718605346e-05,0.0,1.2970084640520463e-05,1.0454436158167438e-05,0.5366829234306416,0.0,0.0,2.317605069084806e-05,0.0,0.018974605404464592,0.0,0.006510601206049365,0.0,0.0,Saint Vincent and the Grenadines,2004,VCT,6084.172922324736
1574,0.0,0.012491319010321404,0.0,0.0,0.004023101174029922,0.00612197045375206,0.01291902032576018,0.00540237587266313,0.007713171110553774,0.5284609489305372,0.006856723645213629,0.0076077021676600465,0.010443355885837355,0.013708526865672201,0.04725210729249874,0.0,0.018954193459940497,0.0,0.0,Romania,2004,ROU,6005.866898348859
115,0.00041134609035843605,0.0002798647418771699,0.0,0.0,0.0,5.510322840373523e-05,0.0,5.411058683916634e-05,0.00015380958080193498,0.5366829234306416,0.0,0.0,0.00022630046777144078,0.0,0.015410031692952906,0.031987370426652076,0.010434047681566047,0.0,0.0,Fiji,2004,FJI,4302.409145433611
2435,0.000882128454144915,0.023408994666681397,6.0856287723635385e-05,1.5100673444275996e-05,0.0,0.0005191865653955034,0.0,0.0006755486989976593,0.01983542200030846,0.5318051975196822,0.031640210973451155,0.0,0.00806468789474316,0.028019469634893785,0.14391201558838235,0.00804849748561436,0.102450888856876,0.00250511927534856,0.00042079575150645907,Switzerland,2004,CHE,74718.68361144743
3301,0.0,0.002269711379176323,0.0,0.0,0.0,0.0,0.0,1.5135374229922878e-05,0.0010489051180898492,0.5215634362154253,0.0,0.0,0.0002766305650446984,0.0,0.009261774663434455,0.0,0.012711683553456286,0.0,0.0,Laos,2004,LAO,1091.3008577521177
1491,0.0,0.009026110797838466,0.0,7.611349544135074e-05,8.98833911432064e-05,0.02681012993995598,0.09745212923111513,0.017716377767594663,0.004188732432482611,0.5389813976172229,0.0,0.2784825080548097,0.04183421928653027,0.00990637245170597,0.041968295315300636,0.0,0.004222040190260868,0.0,0.0002248240051040857,Iran,2004,IRN,4675.940807186071
526,0.0,0.0,0.0,0.0,0.000597455781220492,0.0005671951864636173,0.0,0.0005672842195275387,0.0,0.5377969762419006,0.0,4.356012011493863e-05,0.0009821881945600523,0.0,0.02238295110279196,0.0,0.0,0.0,0.0,Mongolia,2004,MNG,1919.7571209070336
582,0.0,0.0,0.0,0.0,0.0,3.7322257637767104e-05,0.0,3.245769094514219e-05,0.0,0.5366829234306416,0.0,0.0,5.701870230562472e-05,0.0,0.04736422533319274,0.0,0.0,0.0,0.0,Antigua and Barbuda,2004,ATG,14656.292617304023
2134,0.0,0.006098085517858344,0.0,0.0,0.009469671322903528,0.010471195903107865,0.017557090551146588,0.009955979879176407,0.002818117391010493,0.5215634362154253,0.0,0.07934625512936465,0.011276382935942238,0.006688455736748946,0.07680965315815766,0.0,0.012691397492079202,0.0,0.0,Kazakhstan,2004,KAZ,6580.885048639467
1628,0.0,2.2622210819484667e-05,0.0,1.5100673444275996e-05,0.004850949869285125,0.007894733239119083,0.0007422261103604238,0.006562971092582825,1.3950903100698354e-05,0.5265101372535358,0.0,5.4923131179404064e-06,0.0055625467475888465,2.3306129117280503e-05,0.11997889189121033,0.0,0.00011115539582750767,0.0,0.00047079805130167637,Israel,2004,ISR,28836.51318481045
2572,0.0,2.2622210819484667e-05,0.0,0.0,0.0,7.094607335621283e-06,0.0,6.47421587231322e-06,1.0454436158167438e-05,0.5366829234306416,0.0,0.0,1.6119789321775197e-05,0.0,0.01817362742600597,0.0,0.010689896465295319,0.0,0.0,Dominica,2004,DMA,6631.333140561725
2273,0.00011710711299188666,0.0031246644971033356,0.0,0.0,0.0,0.00466570894801927,0.006355887095611395,0.003356177210677849,0.0014509988164809046,0.5328502752037901,0.0,0.031323945926789935,0.005746466259130959,0.0,0.02992586324556202,0.0004379921842613595,0.005581817328470456,0.0,0.0,Syria,2004,SYR,1382.8158872536526
2414,0.0002348027039385064,0.00235293690393028,0.0,7.611349544135074e-05,0.0,0.00026491868344215915,0.0,0.00017753209343510397,0.0011188344569404676,0.5513133142896955,0.0,0.0,0.0010403052987163319,0.0025809305333597565,0.03689878265540107,0.006998963813227524,0.0335821545854629,0.0,0.00686053293320727,Latvia,2004,LVA,9405.061722110953
157,0.002176779954557732,7.558390839018456e-05,0.0,0.0,0.0,1.0650801488814907e-05,0.0,2.8127111766337366e-05,0.00016429898162952772,0.5415592559046889,0.0,0.0,0.00013294772836441851,0.0,0.00885564949887483,0.1374948122342675,0.00229325125094303,0.0,0.0,Eswatini,2004,SWZ,2647.463243442735
113,0.0,0.013482459350573073,0.0,0.0,0.0013428941991199743,0.005046221722410989,0.004297127266285614,0.0036939623866246254,0.006230669126920666,0.5366829234306416,0.0,0.027222483709071182,0.00794171712622388,0.014791728911172504,0.009995243192675963,0.0,0.005291360035211128,0.0,0.0,Vietnam,2004,VNM,1474.740771373552
1621,0.0,0.00577274937563833,0.0,0.0,0.00040079489207615627,0.001113070988978839,0.0018476601433998529,0.0009310528705471442,0.002667769312481663,0.5575837803943426,0.0,0.0017191169383292007,0.0025243124227634817,0.006331517615904564,0.05566758485394182,0.0,0.04196946332337417,0.0,0.0,Croatia,2004,HRV,10956.223307141967
2517,0.0,0.038896508227713206,0.0,0.0,0.0,0.0,0.0,0.00026630896660060293,0.01797530158688201,0.22308924963422277,0.0,0.0,0.002776693654643719,0.0,0.169025993700494,0.0,0.23198631172834314,0.0,0.0,Paraguay,2004,PRY,4129.771024501736
1620,0.0,0.0013088348661079105,0.0,0.0,0.0,7.99965874760906e-05,0.0008706778233116502,7.79287723225929e-05,0.000604853816388423,0.5366829234306416,0.0,0.07278747010516196,0.001052202749115319,0.0,0.002068127312934321,0.0,0.0022525569229998473,0.0,0.0,Angola,2004,AGO,2166.1477156774235
3287,0.000882128454144915,0.0010515923350502253,0.0,0.0,0.0,0.0005547485069274397,0.0,0.00048500321513024686,0.0005384209444803357,0.53905106946283,0.0,0.0,0.0007153747387793164,0.0,0.011239315371984037,0.008046121182959899,0.004601267332823283,0.0,0.0,Honduras,2004,HND,1887.0831742174523
820,0.0,0.0002722987850813556,0.0,0.0,0.0006105665071634477,0.000997494679000046,0.0,0.0008292842598452307,0.00012583784526168764,0.5585591862328433,0.0,0.0,0.0009200748258743622,0.0,0.026568999957597796,0.0,0.0021989332860585,0.0,0.0,Moldova,2005,MDA,1906.5406872010535
2524,0.044076410331554364,0.055080089813959926,0.0,0.0014336487848762634,0.00012172372557609886,0.0008463564274893169,0.0,0.0016520943038181484,0.053709193739547974,0.4851947328084721,0.0894230475807128,0.0,0.015547567629178548,0.05996413506503922,0.3115671293973736,0.3277178397238515,0.1965708080120821,0.0,0.0322520734571674,Sweden,2005,SWE,45990.374326398385
1256,0.052609340675184295,0.2710881563344574,6.0856287723635385e-05,0.0023946007313301906,0.018574134009861777,0.02681012993995598,0.19177036849981213,0.026351552650131494,0.15933046713952184,0.3705148749390371,0.10727555963918899,0.19026506648410627,0.08662202288083407,0.29858029374883815,0.33523518367972194,0.10990514631509322,0.2718291139144444,0.0005739800575902877,0.015135447689379753,Canada,2005,CAN,40989.52682394749
3058,0.002176779954557732,0.0013315327364953535,0.0,0.0,0.0,0.0002311348389868197,0.00047333385791585656,0.0002251684644019571,0.0007447124940896597,0.537169929631436,0.0,0.0,0.000658490767677826,0.0,0.0015487265993190192,0.0037153095952051603,0.001090678867886925,0.0,0.0,Tanzania,2005,TZA,675.109130859375
2251,0.0,3.018816761529894e-05,0.0,0.0,0.0,0.00015289856761655993,0.0,0.00012989572246825085,1.3950903100698354e-05,0.5368912422490072,0.0,0.0,0.00027521474561142164,0.0,0.0012098971901251237,0.0,7.380949006343376e-05,0.0,0.0,Cambodia,2005,KHM,697.746758239126
2128,0.009768145570614707,0.00015124347634832725,0.0,1.5100673444275996e-05,0.001314799786385069,0.0035650668576058435,0.0032266963250253936,0.0027802101798968066,0.005489418135104111,0.580087786525465,0.017086398374914862,0.002170426842968312,0.007051258045882045,0.0001664846973655921,0.06319824521589908,0.06526432069883577,0.0004852499204511432,0.0,0.0003083682202898835,Hungary,2005,HUN,11278.61602555588
3220,0.0028829535002374506,0.0003252604826520555,0.0,0.0,0.0,0.000323595886969854,0.0,0.000303118889620444,0.0004160446014917536,0.5368215704034,0.0,0.0,0.0004518496378113524,0.0,0.009826709975215984,0.035577567687099874,0.0019267090070007418,0.0,0.0,Nicaragua,2005,NIC,1568.4204790390254
1259,0.003471431454970549,0.0014677199588200103,0.0,0.0,0.0,0.0003840511875741456,0.012440109522640358,0.0002706395457794078,0.0008845711717908963,0.5366829234306416,0.0,0.003870979992283013,0.0012690514803797718,0.0,0.008906383980758123,0.02491826608007372,0.005056359456728424,0.0,0.0,Bolivia,2005,BOL,2152.3619672820373
2947,0.003589127045917169,0.00515234091838156,0.0,0.0,0.0,0.0008428002333361233,0.0003747471682257904,0.0007275156491433172,0.002594343506688514,0.5485961123110151,0.0,0.03810781259296585,0.0027568493467805336,0.0056775631894987934,0.01572569312709234,0.017544598943281975,0.012087386124836036,0.0,0.0,Ecuador,2005,ECU,4912.527490835964
3221,0.0,0.0,0.0,0.0,0.0,7.094607335621283e-06,0.0,6.47421587231322e-06,0.0,0.5366829234306416,0.0,0.0,1.4178746550347389e-05,0.0,0.0012018302472352918,0.0,0.0,0.0,0.0,Comoros,2005,COM,1219.9911594123014
1972,0.005413408705589776,0.0022016177680139947,0.0,0.0,0.00010112115623716846,0.0007663420590424603,0.0,0.0007296809387327197,0.00139505534540041,0.5344527276527555,0.0,0.0012523276543389002,0.0012257319728809653,0.0,0.011254630098000054,0.027744878087554797,0.005415691594518617,0.0,0.0,Guatemala,2005,GTM,3320.164070898733
807,0.0,0.004062843139784306,0.0,0.0,0.0,1.2428898565411723e-05,3.467125818741852e-05,3.895355971334944e-05,0.0018775677834696762,0.5392600849996516,0.0,0.0005417668110846895,0.0007995703234646616,0.0,0.031944005785874995,0.0,0.043278647513330076,0.0,0.0,Albania,2005,ALB,2675.507936155238
3019,0.0,0.0,0.0,0.0,0.0,3.554416056117029e-05,0.0,3.029240135573978e-05,0.0,0.5366829234306416,0.0,0.0,6.31843675795719e-05,0.0,0.0010903889037373468,0.0,0.0,0.0,0.0,Liberia,2005,LBR,545.3980630599693
1960,5.825931751857678e-05,0.0014450220884325675,0.0,0.0,0.00040266785292514994,0.0018011945576218056,0.0,0.0015005240325599793,0.0006712866882965105,0.5366829234306416,0.0,0.0,0.0018927656123328047,0.0,0.02341404174355171,0.0004320514276252075,0.005093680921454694,0.0,0.0,Dominican Republic,2005,DOM,4612.808646389017
1104,0.00017595490846519652,0.0299308494246733,0.0,9.136670094061941e-05,0.007903876053144816,0.021658982709055013,0.0010224649307823493,0.016425865172310823,0.013894924664948433,0.5286002926217516,0.0,0.0032038760732813996,0.02276162435766984,0.03263373749733485,0.04187272074026813,0.00017303443828898448,0.01407307380016092,0.0,0.0002710994254114607,Turkey,2005,TUR,7648.328706964719
1103,0.0,0.004668119683449446,0.0,0.0,0.0,0.00017245763545912487,1.6688018374246826e-05,0.00013639159123645812,0.0021572851388721496,0.5460879258691562,0.0,0.00014434807900156945,0.0010450779803543133,0.0,0.03209845301696443,0.0,0.03806972465452709,0.0,0.0,Georgia,2005,GEO,2329.570854166135
1951,0.0,0.0,0.0,0.0,0.0,5.3325131327138416e-05,0.0,4.544942848155668e-05,0.0,0.5366829234306416,0.0,0.0,3.753976719941386e-05,0.0,0.03230073205512249,0.0,0.0,0.0,0.0,Saint Lucia,2005,LCA,9577.228799194096
129,0.0,2.2622210819484667e-05,0.0,0.0,0.0,1.776318979520216e-05,0.0,1.5135374229922878e-05,1.0454436158167438e-05,0.5366829234306416,0.0,0.0,2.3267393880091723e-05,0.0,0.02065945676789877,0.0,0.006543425519819752,0.0,0.0,Saint Vincent and the Grenadines,2005,VCT,6267.02526121921
3305,0.00029365049941181627,0.0,0.0,0.0,0.0,0.00010666804362504279,0.0,9.30857994484098e-05,1.7447370043229268e-05,0.5366829234306416,0.0,0.0,0.00014205921149147376,0.0,0.015236120513566372,0.026065624211735854,0.0,0.0,0.0,Guyana,2005,GUY,3874.076933166794
2213,0.0,0.00010584773557344165,0.0,6.0860289942082045e-05,0.0,0.0022741683799965572,0.0032545275294981594,0.0013576149196594198,6.290144029613116e-05,0.5366829234306416,0.0,0.004536593304384141,0.002437878929941667,0.0,0.022233311983358716,0.0,0.0003293894223768636,0.0,0.0011956761116870005,Tunisia,2005,TUN,3259.757201914659
816,0.0,0.001074290205437668,0.0,0.0,0.0,0.0006916619818253942,0.0014429302045093637,0.0004200445274481744,0.0004964633411699647,0.5269281683271789,0.0,0.0028243446240040983,0.0008659539862474927,0.0,0.004984620996654268,0.0,0.001829506999655374,0.0,0.0,Cote d'Ivoire,2005,CIV,1514.6205530421933
1111,0.009356211002301539,0.00021933708751065568,0.0,0.00035067119442818703,0.0015358091665663225,0.006114858065445673,0.0,0.004653185674729895,0.01738090220665176,0.5805754894447154,0.05880815146936058,0.0,0.01726655510755502,0.00023764185301414938,0.14240189456409835,0.05987645048028839,0.0006739347322958099,0.0,0.0067918962359728415,Belgium,2005,BEL,38426.05190837309
2940,0.010297775729874496,0.004289821843658733,0.0,0.0,0.003631652356590244,0.020551228230335197,0.02624449398422628,0.01410034415329263,0.002594343506688514,0.5636452309621681,0.0,0.015907057403351996,0.023329710487373482,0.004678194068264603,0.033277366379420636,0.010529753507313805,0.0021053974343836893,0.0,0.0,Thailand,2005,THA,4385.28298316959
1252,0.0,0.012710731757400017,0.0,0.0,0.0,2.30974810249926e-05,4.762347257666718e-05,0.00010391224739542187,0.005874029498782513,0.5384240228523653,0.0,2.016905798425297e-05,0.0015838657821080518,0.0,0.04350984714355936,0.0,0.05925824691147343,0.0,0.0,Tajikistan,2005,TJK,617.9405348953649
884,0.0,0.0,0.0,0.0,0.0,0.0007965697093446063,0.0,0.0006798792781764642,0.0,0.5366829234306416,0.0,0.026384762630998686,0.00190187709545986,0.0,0.003741866596096409,0.0,0.0,0.0,0.0,Yemen,2005,YEM,2391.8325516498458
188,0.0,0.0,0.0,0.0,0.0,0.007309739300918731,0.012507974844316256,0.004360871580160569,0.0,0.5366829234306416,0.0,0.1739057704133541,0.007629277747415937,0.0,0.32749243217026375,0.0,0.0,0.0,0.0,Kuwait,2005,KWT,40469.83721147847
2040,0.0006467372722516755,0.0026177453917837793,0.0,0.0,0.000987031637811176,0.0010063851643830302,4.699191832132365e-06,0.0010198297437126432,0.0033041262960222893,0.5344527276527555,0.00726442807284665,3.325200008773941e-07,0.001945310781945221,0.002854899986889222,0.1342172954012572,0.021730852119557015,0.04218217367537989,0.0,0.0,Slovenia,2005,SVN,19239.399907821837
1160,5.825931751857678e-05,0.005818145116413216,0.0,0.0,0.00015356406000899132,0.002636900183622307,0.024602774049615483,0.0016694166205333677,0.0026922445810793794,0.5366829234306416,0.0,0.16154772191178038,0.0072488790358107074,0.0,0.0028557672335022513,2.8079976366878003e-05,0.0013378266421580738,0.0,0.0,Nigeria,2005,NGA,1950.1227620556072
1197,0.0,0.000620332797688812,0.0,0.0,0.0,0.00012444901439101093,0.0,0.00011040811616362912,0.0002866753246181097,0.5366829234306416,0.0,0.0007760214185993502,0.00021369510765581546,0.0,0.052433969494764636,0.0,0.038823241850015566,0.0,0.0,Suriname,2005,SUR,7305.109477783155
2044,0.0,0.0022545794655846945,0.0,0.0,0.0,0.0030440844141629776,0.005991619446300542,0.0021847555428111424,0.0010419121842047874,0.5450428481850483,0.0,0.029623048791267433,0.0038098536323814655,0.0024824052409232926,0.04135016804234488,0.0,0.008414069230202555,0.0,0.0,Azerbaijan,2005,AZE,2631.758980949168
2599,0.0,0.0,0.0,0.0,0.0,0.0021425891963283935,0.06089016887214868,0.0015394992451692228,0.0,0.5279035741656796,0.0,0.012975148292167527,0.004032822357325244,2.563962288551254e-06,0.043920157146041965,0.0,0.0,0.0,0.0,Turkmenistan,2005,TKM,2711.9832500169114
877,0.0,0.0028220262252707648,0.0,0.0,0.0,3.9100354714363915e-05,2.321764711593417e-05,5.1945297249763925e-05,0.0013041472048946061,0.5366829234306416,0.0,0.006010574204825142,0.0005747290631413882,0.0,0.004071792094815876,0.0,0.005277233115360581,0.0,0.0,Cameroon,2005,CMR,1250.058878543732
2145,0.0,0.005946766381942059,0.0,0.0,0.009396625849792773,0.010679233261069693,0.02032030098291572,0.010118376598381587,0.0027481880521598744,0.5357764927192921,0.0,0.08200240196395943,0.011589370373885645,0.006480457897160856,0.07725392267518974,0.0,0.012270278410721223,0.0,0.0,Kazakhstan,2005,KAZ,7155.3436630102715
215,0.0005878894767783657,0.0006657285384636977,0.0,0.0,0.0,0.0003644921197315806,0.00011613105281732125,0.0003204412063356633,0.00044751280397453187,0.5366829234306416,0.0,0.0027727466928334677,0.0005071122673037678,0.0,0.009124725673412054,0.006093988552320384,0.0033095340438592316,0.0,0.0,Papua New Guinea,2005,PNG,1886.5357261888935
3266,5.825931751857678e-05,0.005326357924685289,0.0,1.5100673444275996e-05,0.00043638114820703606,0.0010668404649873218,0.0017332310757791354,0.0009245570017789369,0.002468470696757401,0.5674075106249564,0.0,0.0016006710207752876,0.002495630661340972,0.005804032790023963,0.05250261864452248,0.0008938462434754156,0.03884357679346826,0.0,0.0007009328596759373,Croatia,2005,HRV,11408.576054059831
2580,0.0025298667273975914,0.13064886629055286,0.0,1.5100673444275996e-05,0.029238773084031756,0.10502150795114339,0.6309914120503056,0.07601030409348647,0.10879952688606508,0.4504284818504842,0.1700496868150488,0.6331811343424489,0.17135758282939315,0.14238832050070208,0.11167779396372177,0.001184151217762039,0.029349626745880462,0.0,2.17090730166813e-05,Russia,2005,RUS,7323.37939453125
207,0.0,0.0004463157913850838,0.0,0.0,0.0,6.043751963352567e-05,2.321764711593417e-05,5.411058683916634e-05,0.0002062565849398987,0.5373789451682575,0.0,0.0,0.0001405063772743315,0.0,0.000678422773906497,0.0,0.000590712998574166,0.0,0.0,Afghanistan,2005,AFG,379.955829325586
869,0.0,0.0004160519642018268,0.0,0.0,0.0,0.005576094651236839,0.090892100250696,0.003371334237803666,0.00019227071716977506,0.5372396014770431,0.0,0.11526632690690271,0.008364110869083882,0.0004580273755693977,0.01724224277473887,0.0,0.0004078940358023907,0.0,0.0,Algeria,2005,DZA,3774.0724914451403
2122,0.0002348027039385064,1.50562540236704e-05,0.0,7.611349544135074e-05,0.0,0.0017940821693154183,0.0,0.0015070199013281864,3.8426171698414764e-05,0.5254650595694279,0.0,0.0,0.0014721758974603645,1.8120587410098193e-05,0.13408464494300917,0.011694537858441989,0.0003608450380302426,0.0,0.011462918527401835,Estonia,2005,EST,14631.387325713673
2148,0.0,0.0009683668102962685,0.0,0.0,0.0,0.004294086659010536,0.014197543042001385,0.0030595325369297184,0.00044751280397453187,0.5366829234306416,0.0,0.000436507031496604,0.004333295778342269,0.0006179149115408524,0.00321370443457427,0.0,0.00022201994330515112,0.0,0.0,Bangladesh,2005,BGD,758.8903834087739
306,0.0,0.0,0.0,0.0,0.0,8.872704412218096e-06,0.0,8.639505461715635e-06,0.0,0.5366829234306416,0.0,0.0,1.1872331021944931e-05,0.0,0.008428226180460373,0.0,0.0,0.0,0.0,Tonga,2005,TON,3701.8262969265706
3246,0.0,0.008632681044456124,0.0,0.0,0.004378963735338719,0.004347429571308441,0.000290183123866233,0.0043587062905711665,0.003989433816758349,0.5231658886643907,0.0,0.000976106729472127,0.0,0.0,0.08154680064786776,0.0,0.035611567277418626,0.0,0.0,Serbia,2005,SRB,4404.960887439318
2264,0.0,0.0006052008840971834,0.0,0.0,0.0,0.00012622711146760774,0.00011613105281732125,0.00011257340575303154,0.0002796823907330479,0.5366829234306416,0.0,0.017999869491632754,0.00030021994366687403,0.0,0.01843835849223167,0.0,0.013407397694538985,0.0,0.0,Gabon,2005,GAB,7155.365460587234
1981,0.000882128454144915,0.002269711379176323,0.0,0.0,0.0,0.000304036819127289,0.0,0.00029012715208402956,0.0014509988164809046,0.5366829234306416,0.0,0.0,0.0011902451438598027,0.0,0.0029114166739674283,0.0016574314964421404,0.002045663537991414,0.0,0.0,Kenya,2005,KEN,1221.858704567113
1983,0.0,0.0,0.0,0.0,0.0,4.087845179096073e-05,0.0,3.462298053454461e-05,0.0,0.5366829234306416,0.0,0.0,5.788646260343951e-05,0.0,0.051275036507413045,0.0,0.0,0.0,0.0,Antigua and Barbuda,2005,ATG,15423.800024391308
