,scale__net_elec_imports,scale__per_capita_electricity,scale__biofuel_elec_per_capita,scale__hydro_elec_per_capita,scale__solar_elec_per_capita,scale__wind_elec_per_capita,remainder__country,remainder__year,remainder__GDP_per_capita
43,0.5450428481850483,0.03895334686370455,0.0,0.05270790212505063,0.0,0.0,Tajikistan,2001,461.57923775377947
44,0.5244199818853201,0.05053766696184614,0.0,0.06859280020283082,0.0,0.0,Uruguay,2002,8982.1258568483
45,0.5366822267121856,0.00579660078147022,0.0,0.0002532021640892733,0.0,0.0,Equatorial Guinea,2007,12660.90546936604
46,0.5389117257716156,0.09192437658284797,0.13075070566768532,0.01990112790644623,0.1118128579286246,0.0,Slovakia,2020,17611.756856640885
47,0.5372396014770431,0.00011958257961299228,0.0,0.0003629014791316514,0.0,0.0,Burundi,2007,298.9366666976587
48,0.5366822267121856,0.002409978424384442,0.0,0.0,0.0,0.0,Solomon Islands,2005,1757.8871989837367
49,0.5366822267121856,0.06564532053594142,0.0,0.0,0.0,0.0,Antigua and Barbuda,2010,14367.9514959487
50,0.533546993659862,0.045155834110872685,0.004974172156854536,0.04112006508345521,0.07964816107308101,0.04847006705994914,Panama,2020,12230.03958947531
51,0.5366822267121856,0.13473834112141464,0.05129938125109209,0.017648351806231897,0.006525567485867742,0.002336295991117051,Japan,2003,31830.217584926173
52,0.5360551801017208,0.03016129585928489,0.0,6.876028025652342e-05,0.014331473683723985,8.577184975068743e-05,Algeria,2018,4188.2217574351735
53,0.5366822267121856,0.015519161443108333,0.015417242173358211,0.0016050071706977804,3.6052859037943325e-05,0.0,Indonesia,2013,3086.3231254809134
54,0.5366822267121856,0.0335587204741518,0.08372399432475283,0.002071649701593117,0.0,0.0,Mauritius,2008,7466.694657716888
55,0.5717271650526022,0.04043003136214391,0.00926350381148131,0.021007418830615392,0.0,0.0007500550877779779,Argentina,2003,9581.969792194684
56,0.5366822267121856,0.02543471774458162,0.08249017063764505,0.0002127916849168511,0.0,0.00031796593673267393,Cuba,2010,6720.677672892091
57,0.5366822267121856,0.013025091054398337,0.04656915415148775,0.004907614845464634,0.0008467799712501561,0.00032873227770556355,Bolivia,2014,2882.806892769027
58,0.5393297568452587,0.00026438217535127074,0.0,0.00023345340435102657,0.0,0.0,Togo,2001,487.77096459476655
59,0.5366822267121856,0.1763335889456496,0.0,0.0,0.14243097957466874,0.0,Cayman Islands,2018,80600.61074534712
60,0.5304117606075385,0.02597587032892223,0.0,0.004163480617517289,0.0,0.0038949032859590406,Egypt,2008,3125.747530085629
61,0.5366822267121856,0.0005375048398696567,0.0,0.0,0.0,0.0,Guinea-Bissau,2021,613.8981098969424
62,0.5439977705009406,0.0003369493817830866,0.0,0.0,0.0,0.0,Benin,2015,1041.6525231598348
63,0.5366822267121856,0.019809543331292243,0.0,0.011772519177979739,0.0,0.0,Gabon,2012,6840.948589325009
64,0.5368912422490072,0.0022228332732659663,0.0024338966570128222,0.0018889616613867563,0.001579854771688337,0.0,Mali,2014,703.2310320986777
65,0.5897025012192573,0.05390922254829103,0.014155221684536748,0.016441635315510583,0.0002200148833597567,0.0070146300218700275,Argentina,2012,13895.63370729862
66,0.5159896885668501,0.07413279368801347,0.0012662927315053546,0.0032047528105163922,0.0,0.0,Lithuania,2005,9766.487647165093
67,0.5366822267121856,0.034348043036195,0.0,0.0,0.0,0.0,Saint Lucia,2008,10649.096929800055
68,0.5392600849996516,0.034800028533467864,0.0009868880599788695,0.00016649501823120448,0.0,0.0,Jordan,2014,4348.236669419479
69,0.5367518985577928,0.012275417888778546,0.02713130438831952,0.0011061707978933793,0.0,0.04957038710737846,Nicaragua,2015,2025.3247759757523
70,0.5392600849996516,5.485714269602785e-05,0.0,0.0,0.0,0.0,Benin,2000,888.7301846304564
71,0.52219048282589,0.04484077119591532,0.0,0.014830309502706768,0.0,0.0,Romania,2003,5407.810961588939
72,0.5356371490280777,0.018240431684301426,0.0,0.004564606277602165,0.0,0.0007041186996269822,Egypt,2000,2517.5805056388726
73,0.5366822267121856,0.011855187152552342,0.0,0.00350631781323473,0.08994356340912138,0.0,Samoa,2016,4329.777682148016
74,0.5366822267121856,0.0005688542959750964,0.0,0.0,0.0,0.0,Guinea-Bissau,2019,633.725743772769
75,0.7780951717410993,0.045693902853269255,0.06640517693279463,0.04934542351443499,0.0,0.003984263916034025,Brazil,2010,8673.908812247704
76,0.5366822267121856,0.01285861645528193,0.0,0.0,0.015866031273544134,0.03695654202354096,Cape Verde,2020,2801.0491514525934
77,0.5380756636243293,0.002166707349884389,0.0037390667969415875,0.0010201363591796789,0.0,0.0,Kenya,2000,1187.3252420921751
78,0.6650177663206298,0.23776585272740974,0.07818930392777176,0.0226576415315168,0.0015724593134241436,0.03183463474470494,United States,2006,53738.09172515608
79,0.5437190831185118,5.8610618890776934e-05,0.0,0.0,0.0,0.0,Benin,2010,962.8161095257497
80,0.5655960426391695,0.03294330897579865,0.0011817023263643088,0.008864742546446884,0.0,0.0003308855459001415,Turkey,2001,5993.848042901731
81,0.5417682714415104,0.005124287993760982,0.0,0.004665079894664632,0.00041414566279483615,0.0,Cameroon,2014,1366.9665899325232
82,0.5549362502612694,0.08920804048876535,0.10530907326084478,0.036644616527737026,0.018334265469218715,0.3111422298240565,Portugal,2010,19670.361068633294
83,0.5304117606075385,0.03880280251097337,0.026122200666384415,0.00572238332357067,8.31989054721769e-05,0.0019390180092174233,Mexico,2009,8677.758292675911
84,0.5366822267121856,0.28924377428701753,0.0,0.0,0.0,0.0009180100069550562,Kuwait,2015,29310.522105363016
85,0.5266494809447502,0.03222641264455554,0.0,0.003557563682482516,0.00222510850523922,0.00616983113353062,Egypt,2010,3305.8832471340843
86,0.5327806033581829,0.013154101379383118,0.0009292127837463381,0.017994435606754337,0.0,0.0,Zambia,2010,1198.304816814245
87,0.4278548038737546,0.2774475501924353,0.4689713422233008,0.15715303801633848,0.004742337611914084,0.41345943350384823,Sweden,2014,49855.30101231298
88,0.46861283355396083,0.03511747041221063,0.0,0.048077995203934416,0.0,0.0,Laos,2011,1669.0664149560776
89,0.5366822267121856,0.020297230907300134,0.0,0.006432113386134598,0.0,0.0,Saint Vincent and the Grenadines,2005,6267.02526121921
90,0.5366822267121856,0.0011115047464028132,0.00042978761399945577,0.0012079177534791152,0.007901122723007734,0.0,Malawi,2021,389.37881871449633
91,0.5366822267121856,0.12500087228672133,0.0,0.0,0.0,0.0,Brunei,2001,34219.58436974058
92,0.5366822267121856,0.16005793464073667,0.0,0.0,0.0,0.0,Aruba,2007,31051.001571769622
93,0.5459485821779418,0.11452153681201514,0.01763838114471325,0.003692081086101061,0.0,0.16133649050301063,Ireland,2007,52227.89555460371
94,0.5380059917787222,0.05643577019816028,0.0,0.0,0.0,0.0,Macao,2001,32046.2916721989
95,0.5366822267121856,0.0960785055229671,0.0,0.0,0.0,0.0,Malta,2005,18133.908664525195
96,0.5366822267121856,0.15802577090938238,0.03355248514220801,0.1290508892623855,0.019105241993260892,0.15205052141389333,New Zealand,2018,40365.19570312364
97,0.5358461645648993,0.011458464102916724,0.04117331164173315,0.005262299687332927,0.0,0.0,Guatemala,2007,3573.5996356415253
98,0.5368215704034,0.032383195168990665,0.0013034612428552083,0.0019059475167820612,0.0,0.0,Moldova,2015,2731.0655840585564
99,0.5366822267121856,0.14131677513449253,0.0,0.0,0.0,0.0,Singapore,2002,34599.45590946966
100,0.5234445760468195,0.164724421892416,0.42329935903543014,0.00018170300474496385,0.020975368501818824,0.17371921813396343,Estonia,2018,19611.61099362805
101,0.5366822267121856,0.0035901911693005262,0.0,0.0,0.0,0.0,Kiribati,2003,1451.3107262408837
102,0.5380059917787222,0.01218196866689707,0.03343328957132745,0.0015793241729359971,0.0,0.04100360959525018,Nicaragua,2016,2087.708599112308
103,0.5366822267121856,0.08315685533834892,0.0,0.0,0.0,0.0,Oman,2005,19418.015047080247
104,0.5366822267121856,0.1949984806351291,0.0,0.0,0.0,0.0,Cayman Islands,2007,96283.71357586798
105,0.5366822267121856,0.10210886152379574,0.0,0.0,0.0,0.0,Trinidad and Tobago,2011,16657.12325641561
106,0.5321535567477182,0.01017461664672684,0.0028760737747955626,0.013700593954760493,0.0,0.0,Mozambique,2013,551.1102525472425
107,0.5479690657005504,0.0036794111222301727,0.0,0.005149597215396047,0.002244521583182728,0.00012453067725309012,Nepal,2019,1061.4860194286207
108,0.4707726607677837,0.11200832898129812,0.011590167177128465,0.014991062484955686,0.15799841922079602,0.06474482695260154,Bulgaria,2014,6796.689119222661
109,0.5366822267121856,0.0015761428066232326,0.0,0.0002609623215046671,0.0,0.0,Mauritania,2001,1224.6795222062267
110,0.5366822267121856,0.0482562230696894,0.0,0.0,0.0,0.0,American Samoa,2000,12943.46728182228
111,0.5366822267121856,0.19166659206706155,0.0,0.0,0.0,0.0,Guam,2005,32507.517490731083
112,0.5837107224970389,0.08877857584866097,0.0,0.0,0.0,0.0,Hong Kong,2004,30304.076011241796
113,0.5356371490280777,0.11375551047311494,0.07946542281745006,0.004517372625965434,0.011214288025366424,0.8380383439644968,Ireland,2020,79074.54013508938
114,0.5366822267121856,0.02570294150589747,0.0003780934775243721,0.0034009670693755907,0.0,0.0,Syria,2012,1150.1893135522673
115,0.5366822267121856,0.10437314163278964,0.0,0.0,0.006251935530092582,0.0,Trinidad and Tobago,2017,16134.889352972985
116,0.5311084790636104,0.025928854955741053,0.0066813603333374634,0.024319684657954966,0.00019782850856717618,0.0005383170486444819,Colombia,2014,6106.862094935951
117,0.5393297568452587,0.08271487911092873,0.0,0.0,0.001471696194574507,0.0,Libya,2016,7639.287205084915
118,0.5366822267121856,0.0018220219303102475,0.0020143624254547053,0.0011066993535068115,0.0,0.0,Sudan,2002,2036.45886230469
119,0.4896537309273322,0.10628438351602953,0.053169769098099666,0.019007412439897522,0.2598532925966841,0.42854235945080177,Spain,2013,24368.96823709192
120,0.5238626071204626,0.12242149401886213,0.0,3.51729735484103e-05,0.0,0.0005253974394770142,Israel,2006,30605.155998752725
121,0.5429526928168327,0.016850147626157153,0.04456632678127955,0.005205215681082229,0.004451141442761465,0.0,El Salvador,2015,3761.5136800027476
122,0.5366822267121856,0.9301204058773024,0.0,0.9254134031661009,0.0,0.0,Iceland,2009,49527.39882809294
123,0.49940778931233887,0.1676386877734443,0.0,0.22875353588689604,0.0,0.0,Bhutan,2007,1795.0730188553102
124,0.5366822267121856,0.1487147709826192,0.06826616584589765,0.01564668767290826,0.025544837276807383,0.01126159265764256,Japan,2010,32942.2020783725
125,0.5366822267121856,0.11375676163184652,0.0,0.0,0.0,0.0,Oman,2013,19387.08276915618
126,0.5413502403678673,0.10598325956665924,0.0439515510590676,0.004170904421360499,0.0,0.5053469238051694,Ireland,2015,62053.98443815867
127,0.5366822267121856,0.23419552150022888,0.0,0.0,0.0,0.0,Qatar,2000,52157.763347549546
128,0.5322929004389326,0.06948636021994738,0.13953913609271792,0.028655810759023403,0.12400889303856269,0.5735204714796039,Uruguay,2020,15197.958923599428
129,0.434612972897652,0.48556115244477477,0.020577684111230402,0.6355376721166277,0.0,0.17424102679311615,Norway,2015,74355.51585756434
130,0.5372396014770431,6.0496167965134475e-05,0.0,0.00028234479859352314,0.0,0.0,Burundi,2006,299.76912711398165
131,0.5366822267121856,0.00244203275864852,0.0,0.0,0.0,0.0,Solomon Islands,2015,2134.8024512685347
132,0.5366822267121856,0.005536130679899392,0.0,0.0012912853888704975,0.0,0.0,Sao Tome and Principe,2011,1419.3452755013302
133,0.5273461994008221,0.05385052381963042,0.0,0.0022692814505065207,0.0,0.0,Lithuania,2000,6423.420676224443
134,0.5366822267121856,0.0178373471092841,0.0,0.010508045973863357,0.0,0.0,Dominica,2004,6631.333140561725
135,0.45844074409531105,0.06911492467425291,0.011527365209675263,0.01588083780965881,0.00562239714535311,0.03605719367427225,China,2013,7056.410627348433
136,0.6618825332683063,0.2186501738335271,0.9199334726369266,0.05894757321738553,0.001692635510217288,0.07293944794510028,Finland,2014,42710.92128897293
