Country;Product;Flow;NoCountry;NoProduct;NoFlow;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021 Provisional
Colombia;Electricity;Transport (PJ);06. Colombia;07. Electricity;09. Transport (PJ);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,154798556;0,1656005;0,1656005;0,161999852;0,154798556;0,151197908;0,154798556;0,154798556;0,154798556;0,205199255;0,205199255;0,208799903;0,216001199;0,223198308;0,226798956;0,234000252;0,295198708;0,306000652;0,327600353;0,345599406;0,34844643;0,376008134;0,339428063;0,316563948;..
Colombia;Electricity;Residential (PJ);06. Colombia;07. Electricity;10. Residential (PJ);12,15000149;12,88079906;11,7827982;11,22120178;14,76719948;16,3223989;17,03879806;19,86840078;22,45680196;24,67079855;25,0703993;28,49760074;29,69279816;31,74839973;33,55559846;35,51039863;37,9836;39,60719918;43,12800071;45,23759944;46,80000016;43,13520201;47,56319937;50,73480085;52,66080003;53,08560113;53,02439849;43,54920117;41,73480114;40,06799838;52,09199813;51,85080077;54,58319856;56,85120068;58,5143986;60,85440112;63,42479906;65,32560207;68,67360181;70,73279985;72,14759911;74,94840084;75,01319995;78,23519794;80,55720141;81,68399908;83,44904929;88,8847173;89,26035281;87,68779073;..
Colombia;Electricity;Commercial and public services (PJ);06. Colombia;07. Electricity;11. Commercial and public services (PJ);6,299999377;6,24240157;6,897598088;8,823601451;7,671599244;8,287201195;8,787599158;9,493200562;9,990002063;11,00159993;11,28960153;12,02399974;13,26240076;13,51440006;14,20199823;18,52560192;15,63120009;15,21360028;16,8119991;18,62279848;19,59480178;19,38600188;20,6747994;22,34879927;22,92839893;23,76000208;24,46199865;28,05480058;27,05039982;32,76719889;28,05840123;29,47680115;30,31920206;32,66280104;33,04439855;34,53119822;35,56800062;36,10080023;40,11120197;41,31360069;42,14159901;43,77600012;44,48160153;46,1699998;47,03039976;47,58119842;57,22334439;47,86162191;58,86274874;55,10829445;..
Colombia;Electricity;Other final consumption (PJ);06. Colombia;07. Electricity;12. Other final consumption (PJ);0;0,719999809;1,076401159;4,039198553;1,929599824;2,242797584;2,419200029;2,955600284;3,045599737;3,628800043;3,214800886;3,513600241;1,40760216;1,483199021;1,501198074;2,354400925;4,175998056;4,755601901;2,059198031;4,208399701;2,94479834;14,20200241;13,58279981;11,60279929;13,11479931;15,9911979;9,086398513;9,288001307;10,80000132;5,903999273;5,903999273;4,69079861;4,265997509;4,676400205;3,164400187;3,189600536;3,258000288;3,225598643;6,537600277;6,735598236;6,868801278;8,049600295;15,95519979;18,07560046;19,69559899;18,77039992;9,971998823;13,66411584;12,99266617;20,32883574;..
Colombia;Heat;Production (PJ);06. Colombia;08. Heat;01. Production (PJ);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Colombia;Heat;Imports (PJ);06. Colombia;08. Heat;02. Imports (PJ);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Colombia;Heat;Exports (PJ);06. Colombia;08. Heat;03. Exports (PJ);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Colombia;Heat;Total energy supply (PJ);06. Colombia;08. Heat;04. Total energy supply (PJ);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Colombia;Heat;Electricity, CHP and heat plants (PJ);06. Colombia;08. Heat;05. Electricity, CHP and heat plants (PJ);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..
Colombia;Heat;Oil refineries, transformation (PJ);06. Colombia;08. Heat;06. Oil refineries, transformation (PJ);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..
Colombia;Heat;Total final consumption (PJ);06. Colombia;08. Heat;07. Total final consumption (PJ);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..
Colombia;Heat;Industry (PJ);06. Colombia;08. Heat;08. Industry (PJ);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..
Colombia;Heat;Transport (PJ);06. Colombia;08. Heat;09. Transport (PJ);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..
Colombia;Heat;Residential (PJ);06. Colombia;08. Heat;10. Residential (PJ);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..
Colombia;Heat;Commercial and public services (PJ);06. Colombia;08. Heat;11. Commercial and public services (PJ);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..
Colombia;Heat;Other final consumption (PJ);06. Colombia;08. Heat;12. Other final consumption (PJ);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..
Colombia;Total;Production (PJ);06. Colombia;11. Total;01. Production (PJ);811,0376093;760,3862012;719,5726802;706,5707194;714,7901614;699,0975661;699,083197;732,4796635;737,7134566;741,4087891;772,4906461;821,1267339;862,4054376;952,2382097;1043,92367;1376,083419;1656,067358;1681,899516;1844,686341;2050,283354;1971,369275;2038,252082;2065,66634;2146,121044;2520,053388;2760,940595;2844,17904;3096,198865;3213,736614;3087,516082;3087,241369;2923,403834;3152,285991;3237,248954;3382,770102;3606,629468;3738,400385;4000,270624;4235,503688;4567,814015;5194,344552;5375,50455;5579,782688;5610,201586;5522,959765;5371,465799;5334,539873;5173,671997;5266,679096;4023,698173;4060,548348
Colombia;Total;Imports (PJ);06. Colombia;11. Total;02. Imports (PJ);3,264008346;1,766260195;1,374128694;1,262877044;9,441137704;53,99737313;75,66533173;95,21708483;59,90453343;113,9968213;106,3282156;101,266207;121,9677349;89,79166192;89,57009227;39,76018066;25,95471008;56,64937598;51,65245112;51,8230046;49,50651934;70,833932;73,54217195;76,36168449;66,23795604;50,39549421;58,52362631;54,76176139;18,60736175;19,69080092;20,36857685;20,23860601;8,123388458;13,49035527;39,99955258;29,10378658;29,83252842;15,27908183;78,02706374;138,2190336;181,385243;209,4020274;326,0149707;382,2544757;276,062553;377,7360016;277,9808192;193,6013289;242,4342759;188,5004919;263,9059741
Colombia;Total;Exports (PJ);06. Colombia;11. Total;03. Exports (PJ);-212,5329625;-163,674497;-124,1363842;-68,7531887;-54,69881704;-55,50905076;-57,59093287;-106,8884723;-95,32105563;-99,39724038;-104,9149404;-116,9270077;-145,4481341;-166,1900939;-246,96194;-452,9107869;-712,7865264;-741,2989945;-851,7251118;-961,9045889;-1001,974455;-934,1199834;-1064,157022;-1075,272155;-1322,911599;-1561,093087;-1687,751369;-1955,889473;-2144,44318;-2018,24622;-1948,185875;-1851,618471;-1989,138607;-2129,42257;-2222,826749;-2439,951756;-2473,141985;-2637,279878;-2939,076069;-3353,526145;-3992,758132;-4219,607535;-4121,768868;-4462,474818;-3971,47342;-4001,207814;-4585,63646;-3999,442136;-3592,565776;-3470,047138;-2986,829487
Colombia;Total;Total energy supply (PJ);06. Colombia;11. Total;04. Total energy supply (PJ);579,9890765;580,5152902;583,9292781;618,413086;646,2990287;672,0349994;692,0458184;688,8225978;672,6147456;740,9376946;750,517788;771,8199584;797,0716378;823,8038492;836,3963242;911,2435259;942,0913827;970,5484552;978,4196224;1021,680073;1033,002231;1056,977962;1101,829429;1146,46271;1164,841167;1189,691726;1156,092777;1203,738193;1080,135839;1083,155623;1083,279096;1061,920818;1084,429147;1091,231056;1141,375983;1202,939259;1195,658318;1257,572515;1307,553935;1286,237253;1318,955253;1275,676536;1670,537265;1692,439379;1712,203918;1776,682078;1701,001427;1638,663538;1791,770322;1677,758516;1661,822144
Colombia;Total;Electricity, CHP and heat plants (PJ);06. Colombia;11. Total;05. Electricity, CHP and heat plants (PJ);-34,71105059;-31,93549526;-37,44496818;-37,59707044;-36,19267537;-41,85161286;-43,48951415;-42,22116077;-47,39563945;-50,02961813;-51,4311913;-56,56579489;-63,09565797;-63,30748492;-63,11665477;-66,83118791;-69,45339331;-69,88278315;-68,08670038;-73,25140288;-78,17433443;-84,22935158;-87,10382424;-77,46412336;-87,40046321;-64,55069238;-91,50558292;-91,82344897;-51,90526685;-71,2594616;-70,11184298;-68,7144901;-68,92166553;-57,08368112;-64,65467993;-66,06358838;-69,30670878;-55,81969457;-95,51112798;-123,2184912;-82,92116498;-89,1071243;-135,3900547;-159,9055271;-158,5014293;-159,3816789;-109,862909;-132,6797925;-128,0713147;-165,6017104;..
Colombia;Total;Oil refineries, transformation (PJ);06. Colombia;11. Total;06. Oil refineries, transformation (PJ);0,687535362;-0,839210566;-4,353242047;-10,96463049;-27,90778529;-28,5822997;-22,92332034;-22,978046;-38,40363234;-40,28449781;-38,4438633;-34,35751719;-27,09680213;-41,27263285;-34,41603191;-85,92734181;-50,10251869;-76,69889774;-10,69719026;-36,81653788;-30,33189225;-20,47304169;-56,94804555;-33,12194646;-18,45207752;-26,79642435;-10,61891804;-10,02737344;-6,216066598;-4,351295185;-2,916248551;-2,767332449;-21,9199286;-4,86934051;-28,31040054;-72,73773695;-83,82369253;-94,17680738;-98,06042863;-86,83159013;-24,95729709;-22,64585273;-71,49403545;-48,04056993;-45,1962213;-37,85462563;-32,74877279;-9,134195022;-30,70297252;-102,735062;..
Colombia;Total;Total final consumption (PJ);06. Colombia;11. Total;07. Total final consumption (PJ);487,8012796;473,7294029;468,6052454;497,9371874;520,3772673;540,3843642;553,3360291;571,4664808;579,7281174;601,9077951;597,8760993;612,9032613;627,6068968;645,1340767;664,7359207;683,1454017;718,2554585;742,2230338;778,6221561;796,5202823;812,53102;812,4877243;845,8013089;891,9635255;915,5883818;944,045513;928,377155;912,4589875;865,8835673;873,42695;878,8721011;866,4844819;873,879162;880,9983507;892,4537579;919,2637391;929,0192971;974,1684043;926,5089044;936,603141;1058,119426;1045,201888;1190,448582;1222,548485;1213,499131;1279,384316;1236,059812;1218,019347;1281,234287;1194,749858;..
Colombia;Total;Industry (PJ);06. Colombia;11. Total;08. Industry (PJ);141,2296568;134,3145369;125,2600921;144,1053813;138,6301731;146,7596073;161,4426479;166,5488985;163,7581912;165,8687654;167,0767954;162,6615678;175,2483614;179,6461258;186,7875925;189,5450985;200,2965078;193,2927618;207,2955479;222,9666272;235,129993;218,2282582;241,5080971;259,0933479;259,9469946;270,0336908;283,9401093;272,8094638;252,069455;270,1123608;274,2409391;278,2494652;266,6175258;258,0222431;270,3442634;257,4649172;268,6015707;301,5487351;266,2289656;268,320402;310,4774754;267,6668425;330,7566306;333,2587209;304,9342108;315,3251827;331,5973107;317,8932737;330,7278003;316,7790742;..
Colombia;Total;Transport (PJ);06. Colombia;11. Total;09. Transport (PJ);96,91036073;102,1905854;110,203681;123,2560174;132,8550729;141,6797461;147,3556109;157,4099054;164,3020314;168,2382053;170,5461328;178,2984661;186,8694402;192,743776;199,2518635;202,9885867;209,4788008;226,7963225;231,6176279;233,5156634;243,7750484;257,4197877;260,9897841;242,8344126;290,0304673;297,2448135;311,7118697;304,9150562;271,8778255;263,4932058;274,4755088;244,9713092;251,1724331;286,2595128;281,0408341;299,5582257;303,935546;312,9286752;291,4154105;302,4764043;364,5723675;385,0000327;373,1807339;388,6498169;419,0414339;435,7174248;434,0832121;446,2176638;476,2163872;410,4130294;..
Colombia;Total;Residential (PJ);06. Colombia;11. Total;10. Residential (PJ);200,8665658;175,0513557;181,444436;176,9245593;172,3194938;171,0250901;174,0997211;176,786981;179,421571;181,7408949;185,0089017;187,4583806;191,8966189;195,5589803;195,717794;201,268733;207,2400518;211,4721907;227,0994008;231,5877048;235,9281897;208,5040426;220,4429037;219,8697978;226,2603577;231,9342714;169,3692317;164,8174306;173,7000199;176,4155407;180,0439179;181,1250585;191,8104713;177,2425928;182,3377568;204,0190084;211,4629086;211,4518387;209,145138;206,0658805;209,2046449;208,5357534;259,6247575;261,8187245;258,1253305;257,5179012;248,4882757;257,7603294;252,3049039;254,619212;..
Colombia;Total;Commercial and public services (PJ);06. Colombia;11. Total;11. Commercial and public services (PJ);11,56789394;10,31878728;8,707882486;11,63682541;11,22330355;12,13875156;12,76751681;13,9141641;13,86344939;14,07163383;15,09032414;17,56822311;19,69347628;20,80505493;26,49311162;29,33311436;25,57624429;23,99352503;24,82434944;29,61632207;31,3704866;32,58845603;33,48343896;36,38685078;38,36667127;41,13994897;44,11709453;48,49478749;46,19319049;49,68375495;37,53154283;46,8866418;49,2275068;43,41190762;44,23114296;48,09349527;49,17643621;49,78555281;54,3031435;60,47916755;64,03261356;70,73298825;61,69281201;64,40028159;63,83675506;64,79837928;73,89682741;69,26646107;78,23313385;69,92109237;..
Colombia;Total;Other final consumption (PJ);06. Colombia;11. Total;12. Other final consumption (PJ);37,22680241;51,85413765;42,98914968;42,01441658;65,34923237;68,78116489;57,67053232;56,80653589;58,38288284;71,98828719;60,15394948;66,91662375;53,89900007;56,38013125;56,48555487;60,0098817;75,66385797;86,66822538;87,7852385;78,83396058;66,32730235;95,74719651;89,37709335;133,7791164;100,983891;103,6927967;119,2388415;121,4222493;122,0430805;113,7220961;112,5801966;115,2519988;115,0512418;116,062086;114,4997649;110,1281093;95,84283558;98,45360683;105,4162385;99,26127823;109,8323202;113,2662708;165,1936481;174,420945;167,5613966;206,0254277;147,9941816;126,881623;143,7520447;143,0174455;..
Costa Rica;Coal, peat and oil shale;Production (PJ);07. Costa Rica;01. Coal, peat and oil shale;01. Production (PJ);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Costa Rica;Coal, peat and oil shale;Imports (PJ);07. Costa Rica;01. Coal, peat and oil shale;02. Imports (PJ);0,026301478;0,026301478;0,026301478;0,026301478;0,026301478;0,026301478;0,026301478;0,025799062;0,025799062;0,025799062;0,025799062;0,025799062;0,025799062;0,025799062;0,025799062;0,025799062;0,025799062;0,025799062;0;0;0;0;0;0;0;0;0;0;0;0,026242862;1,312201735;0,026242862;0,944784914;0,052489912;0,052489912;0,052489912;0,656100868;0,026242862;0,104975636;0,026242862;0,236194135;0,104975636;0,209951273;0,262441184;0,026242862;0,011128514;0,183235302;0,011781655;0,008762972;0,004224481;0,5463774
Costa Rica;Coal, peat and oil shale;Exports (PJ);07. Costa Rica;01. Coal, peat and oil shale;03. Exports (PJ);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Costa Rica;Coal, peat and oil shale;Total energy supply (PJ);07. Costa Rica;01. Coal, peat and oil shale;04. Total energy supply (PJ);0,026301478;0,026301478;0,026301478;0,026301478;0,026301478;0,026301478;0,026301478;0,025799062;0,025799062;0,025799062;0,025799062;0,025799062;0,025799062;0,025799062;0,025799062;0,025799062;0,025799062;0,025799062;0;0;0;0;0;0;0;0;0;0;0;0,026242862;1,312201735;0,026242862;0,944784914;0,052489912;0,052489912;0,052489912;0,656100868;0,026242862;0,104975636;0,026242862;0,236194135;0,104975636;0,209951273;0,262441184;0,026242862;0,011128514;0,183235302;0,011781655;0,008762972;0,004224481;0,5463774
Costa Rica;Coal, peat and oil shale;Electricity, CHP and heat plants (PJ);07. Costa Rica;01. Coal, peat and oil shale;05. Electricity, CHP and heat plants (PJ);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..
Costa Rica;Coal, peat and oil shale;Oil refineries, transformation (PJ);07. Costa Rica;01. Coal, peat and oil shale;06. Oil refineries, transformation (PJ);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..
Costa Rica;Coal, peat and oil shale;Total final consumption (PJ);07. Costa Rica;01. Coal, peat and oil shale;07. Total final consumption (PJ);0,026301478;0,026301478;0,026301478;0,026301478;0,026301478;0,026301478;0,026301478;0,025799062;0,025799062;0,025799062;0,025799062;0,025799062;0,025799062;0,025799062;0,025799062;0,025799062;0,025799062;0,025799062;0;0;0;0;0;0;0;0;0;0;0;0,026242862;1,312201735;0,026242862;0,944784914;0,052489912;0,052489912;0,052489912;0,656100868;0,026242862;0,104975636;0,026242862;0,236194135;0,104975636;0,209951273;0,262441184;0,026242862;0,011145262;0,183235302;0,01181515;0,00879228;0,004228668;..
Costa Rica;Coal, peat and oil shale;Industry (PJ);07. Costa Rica;01. Coal, peat and oil shale;08. Industry (PJ);0,026301478;0,026301478;0,026301478;0,026301478;0,026301478;0,026301478;0,026301478;0,025799062;0,025799062;0,025799062;0,025799062;0,025799062;0,025799062;0,025799062;0,025799062;0,025799062;0,025799062;0,025799062;0;0;0;0;0;0;0;0;0;0;0;0,026242862;1,312201735;0,026242862;0,944784914;0,052489912;0,052489912;0,052489912;0,656100868;0,026242862;0,104975636;0,026242862;0,236194135;0,104975636;0,209951273;0,262441184;0,026242862;0,011145262;0,183235302;0,01181515;0,00879228;0,004228668;..
Costa Rica;Coal, peat and oil shale;Transport (PJ);07. Costa Rica;01. Coal, peat and oil shale;09. Transport (PJ);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..
Costa Rica;Coal, peat and oil shale;Residential (PJ);07. Costa Rica;01. Coal, peat and oil shale;10. Residential (PJ);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..
Costa Rica;Coal, peat and oil shale;Commercial and public services (PJ);07. Costa Rica;01. Coal, peat and oil shale;11. Commercial and public services (PJ);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..
Costa Rica;Coal, peat and oil shale;Other final consumption (PJ);07. Costa Rica;01. Coal, peat and oil shale;12. Other final consumption (PJ);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..
Costa Rica;Crude, NGL and feedstocks;Production (PJ);07. Costa Rica;02. Crude, NGL and feedstocks;01. Production (PJ);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Costa Rica;Crude, NGL and feedstocks;Imports (PJ);07. Costa Rica;02. Crude, NGL and feedstocks;02. Imports (PJ);17,5811352;17,11736755;17,70761843;16,73791786;11,72075819;10,66673129;14,84067363;19,52054469;16,94872324;21,79723861;20,19511772;19,47838362;14,5455461;16,3163071;17,5811352;26,77223302;26,51927075;26,51927075;27,82625992;18,76164533;14,7141904;23,18854993;23,82096607;23,0620667;30,27159814;26,13982107;26,35062645;1,644277777;0;1,939405309;11,8894025;20,02647342;22,00804399;22,05020507;22,59829487;28,07922637;30,06079276;26,68791505;16,99088432;21,16482247;7,462497892;0;0;0;0;0,313968132;0,342982656;0,148380192;0,119156328;0;0,213861744
Costa Rica;Crude, NGL and feedstocks;Exports (PJ);07. Costa Rica;02. Crude, NGL and feedstocks;03. Exports (PJ);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-2,740465753;0;0;0;0;0;0;0;0;0
Costa Rica;Crude, NGL and feedstocks;Total energy supply (PJ);07. Costa Rica;02. Crude, NGL and feedstocks;04. Total energy supply (PJ);17,83410165;17,370334;16,94872324;16,78007894;11,55211389;11,0040199;15,47308558;17,96058488;18,38219564;21,79723861;20,27943987;19,47838362;13,28071382;17,24385078;16,94872324;25,59172708;24,87498879;24,95931094;27,82625992;20,99617817;16,44279033;22,51397272;25,00147201;22,42965056;29,34405447;25,92901569;26,73007194;1,264828093;0;3,794488466;11,93156357;21,08050032;21,2913057;22,05020507;20,49024525;28,54299821;31,15698074;25,92901569;16,3163071;21,45995;6,450632068;-0,21080538;0,126483228;0,084322152;0,379449684;0,32510502;0,297597744;0,1894527;0,1193238;0,094998492;0,093742452
Costa Rica;Crude, NGL and feedstocks;Electricity, CHP and heat plants (PJ);07. Costa Rica;02. Crude, NGL and feedstocks;05. Electricity, CHP and heat plants (PJ);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..
Costa Rica;Crude, NGL and feedstocks;Oil refineries, transformation (PJ);07. Costa Rica;02. Crude, NGL and feedstocks;06. Oil refineries, transformation (PJ);-17,87626273;-17,370334;-16,94872324;-16,78007894;-11,55211389;-11,0040199;-15,34660236;-18,17139026;-17,62329627;-21,88156076;-21,92372184;-18,25571241;-13,82880781;-17,24385078;-17,62329627;-26,30846537;-26,51927075;-26,47710967;-27,82625992;-20,99617817;-16,44279033;-22,55613379;-23,10422778;-23,73664392;-31,07265858;-26,35062645;-25,88685461;-2,023727461;0;-0,379449684;-12,01588573;-21,20698355;-22,13452303;-22,05020507;-20,49024525;-28,62732036;-31,49426516;-25,67604923;-15,85253527;-21,62859431;-6,408470992;0;0;0;0;0;0;0;0;0;..
Costa Rica;Crude, NGL and feedstocks;Total final consumption (PJ);07. Costa Rica;02. Crude, NGL and feedstocks;07. Total final consumption (PJ);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..
Costa Rica;Crude, NGL and feedstocks;Industry (PJ);07. Costa Rica;02. Crude, NGL and feedstocks;08. Industry (PJ);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..
Costa Rica;Crude, NGL and feedstocks;Transport (PJ);07. Costa Rica;02. Crude, NGL and feedstocks;09. Transport (PJ);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..
Costa Rica;Crude, NGL and feedstocks;Residential (PJ);07. Costa Rica;02. Crude, NGL and feedstocks;10. Residential (PJ);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..
Costa Rica;Crude, NGL and feedstocks;Commercial and public services (PJ);07. Costa Rica;02. Crude, NGL and feedstocks;11. Commercial and public services (PJ);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..
Costa Rica;Crude, NGL and feedstocks;Other final consumption (PJ);07. Costa Rica;02. Crude, NGL and feedstocks;12. Other final consumption (PJ);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..
Costa Rica;Oil products;Production (PJ);07. Costa Rica;03. Oil products;01. Production (PJ);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Costa Rica;Oil products;Imports (PJ);07. Costa Rica;03. Oil products;02. Imports (PJ);3,039101824;4,444598023;6,95260008;5,88149941;15,14600021;15,24539903;15,41239792;17,52200083;15,71470163;12,27480162;8,055800946;8,957700468;13,5482001;11,48059916;12,65739978;9,812699456;9,988000772;13,00260144;14,8292981;25,18649927;30,64660144;38,5747008;40,60510202;42,94770036;40,77789963;40,96249983;40,74720201;72,78519851;81,09440134;75,91910205;67,80839959;65,17419901;64,74590193;68,86729993;66,42680165;68,8013997;73,42710194;81,91619901;85,36669998;83,10710077;97,31460045;102,5129983;106,4626998;109,9770998;105,5386982;114,0820478;121,901081;116,3535208;121,3783884;96,07658463;116,1920987
Costa Rica;Oil products;Exports (PJ);07. Costa Rica;03. Oil products;03. Exports (PJ);0;0;0;0;0;0;0;0;0;0;-0,179199227;0;-0,223997987;0;-0,268800934;-1,407597973;-1,131001218;-0,676101211;-0,783798268;-1,00159979;-0,394099297;-1,50420001;-1,468700132;-0,767000826;-2,078700145;-1,316698358;-1,405399903;-2,060098193;-2,235600475;-2,280198269;-1,114999268;-1,566198144;-1,834299882;-5,753400077;0;-1,210399693;0;-1,258300872;-4,557398789;-2,973599338;-0,736098055;0;0;0;0;0;0;0;0;0;0
Costa Rica;Oil products;Total energy supply (PJ);07. Costa Rica;03. Oil products;04. Total energy supply (PJ);1,857000712;3,7115982;6,998901901;5,958900781;13,87999981;13,94459795;16,25589995;16,69949979;17,08110149;9,99660046;7,414998646;6,977398496;11,78260142;9,504400252;11,11849957;3,968098315;7,431302045;8,047699488;11,53089937;20,09839846;27,82069985;34,02730009;32,50180183;33,61189836;29,1727013;30,83579875;32,41529835;62,34120079;67,14349807;67,19600055;56,02210123;49,4691982;54,99929949;55,80730165;55,65290084;55,00599837;61,04930085;67,75189873;75,70940198;70,65969832;88,29159846;95,60369813;99,76649939;101,5445999;97,58510123;106,4715424;109,3696244;111,8943904;107,4724681;93,85348175;105,3830832
